Alpha,degree,betweenness,closeness
0.0,1.0,0.28042328042328046,1.0
0.13333333333333333,0.9602116402116403,0.2592592592592593,1.0
0.26666666666666666,0.5832804232804232,0.23343915343915342,0.224973544973545
0.4,0.1441269841269841,0.1464550264550264,0.053121693121693125
0.5333333333333333,0.013121693121693121,0.00783068783068783,0.014603174603174602
0.6666666666666666,0.005291005291005291,0.005291005291005291,0.00783068783068783
0.8,0.005291005291005291,0.005291005291005291,0.00783068783068783
0.9333333333333333,0.005291005291005291,0.005291005291005291,0.005291005291005291
1.0666666666666667,0.005291005291005291,0.005291005291005291,0.005291005291005291
1.2,0.005291005291005291,0.005291005291005291,0.005291005291005291
