Alpha,degree,betweenness,closeness
0.0,0.856709168184578,0.009917020845982595,1.0
0.06315789473684211,0.505565674964582,0.009917020845982595,1.0
0.12631578947368421,0.060109289617486336,0.009917020845982595,1.0
0.18947368421052632,0.02995345071847804,0.009917020845982595,1.0
0.25263157894736843,0.021250758955676987,0.009917020845982595,1.0
0.3157894736842105,0.014774337178708763,0.009917020845982595,1.0
0.37894736842105264,0.013964784456587736,0.009917020845982595,1.0
0.4421052631578948,0.011940902651285164,0.009917020845982595,1.0
0.5052631578947369,0.010119409026512852,0.009917020845982595,1.0
0.5684210526315789,0.010119409026512852,0.009917020845982595,1.0
0.631578947368421,0.009917020845982595,0.009917020845982595,1.0
0.6947368421052632,0.009917020845982595,0.009917020845982595,1.0
0.7578947368421053,0.009917020845982595,0.009917020845982595,1.0
0.8210526315789474,0.009917020845982595,0.009917020845982595,1.0
0.8842105263157896,0.009917020845982595,0.009917020845982595,0.9955474600283344
0.9473684210526316,0.009917020845982595,0.009917020845982595,0.9890710382513661
1.0105263157894737,0.009917020845982595,0.009917020845982595,0.9449504148957701
1.0736842105263158,0.009917020845982595,0.009917020845982595,0.9095324833029751
1.1368421052631579,0.009917020845982595,0.009917020845982595,0.778789718680429
1.2,0.009917020845982595,0.009917020845982595,0.711799230924914
