Total_Capacity,degree,betweenness,closeness
407.0,1.0,0.783068783068783,1.0
411.94871794871796,1.0,0.783068783068783,1.0
416.8974358974359,1.0,0.783068783068783,1.0
421.84615384615387,1.0,0.783068783068783,1.0
426.7948717948718,1.0,0.783068783068783,1.0
431.7435897435897,1.0,0.783068783068783,1.0
436.6923076923077,1.0,0.783068783068783,1.0
441.64102564102564,1.0,0.783068783068783,1.0
446.5897435897436,1.0,0.783068783068783,1.0
451.53846153846155,1.0,0.783068783068783,1.0
456.4871794871795,1.0,0.783068783068783,1.0
461.43589743589746,1.0,0.783068783068783,1.0
466.38461538461536,1.0,0.783068783068783,1.0
471.33333333333337,1.0,0.783068783068783,1.0
476.28205128205127,1.0,0.783068783068783,1.0
481.2307692307692,1.0,0.783068783068783,1.0
486.1794871794872,1.0,0.783068783068783,1.0
491.12820512820514,1.0,0.783068783068783,1.0
496.0769230769231,1.0,0.783068783068783,0.005291005291005291
501.025641025641,1.0,0.783068783068783,0.005291005291005291
505.974358974359,1.0,0.783068783068783,0.005291005291005291
510.9230769230769,1.0,0.783068783068783,0.005291005291005291
515.8717948717949,0.005291005291005291,0.783068783068783,0.005291005291005291
520.8205128205128,0.005291005291005291,0.783068783068783,0.005291005291005291
525.7692307692307,0.005291005291005291,0.783068783068783,0.005291005291005291
530.7179487179487,0.005291005291005291,0.783068783068783,0.005291005291005291
535.6666666666667,0.005291005291005291,0.783068783068783,0.005291005291005291
540.6153846153846,0.005291005291005291,0.783068783068783,0.005291005291005291
545.5641025641025,0.005291005291005291,0.783068783068783,0.005291005291005291
550.5128205128206,0.005291005291005291,0.783068783068783,0.005291005291005291
555.4615384615385,0.005291005291005291,0.783068783068783,0.005291005291005291
560.4102564102564,0.005291005291005291,0.783068783068783,0.005291005291005291
565.3589743589744,0.005291005291005291,0.005291005291005291,0.005291005291005291
570.3076923076924,0.005291005291005291,0.005291005291005291,0.005291005291005291
575.2564102564103,0.005291005291005291,0.005291005291005291,0.005291005291005291
580.2051282051282,0.005291005291005291,0.005291005291005291,0.005291005291005291
585.1538461538462,0.005291005291005291,0.005291005291005291,0.005291005291005291
590.1025641025641,0.005291005291005291,0.005291005291005291,0.005291005291005291
595.051282051282,0.005291005291005291,0.005291005291005291,0.005291005291005291
600.0,0.005291005291005291,0.005291005291005291,0.005291005291005291
