Alpha,degree,betweenness,closeness
0.0,0.2798941798941799,0.005291005291005291,1.0
0.06315789473684211,0.1070546737213404,0.005291005291005291,1.0
0.12631578947368421,0.04056437389770724,0.005291005291005291,1.0
0.18947368421052632,0.016578483245149912,0.005291005291005291,1.0
0.25263157894736843,0.012522045855379188,0.005291005291005291,1.0
0.3157894736842105,0.008818342151675485,0.005291005291005291,1.0
0.37894736842105264,0.008289241622574956,0.005291005291005291,1.0
0.4421052631578948,0.007407407407407407,0.005291005291005291,1.0
0.5052631578947369,0.00582010582010582,0.005291005291005291,1.0
0.5684210526315789,0.005467372134038801,0.005291005291005291,1.0
0.631578947368421,0.005291005291005291,0.005291005291005291,1.0
0.6947368421052632,0.005291005291005291,0.005291005291005291,0.9668430335097002
0.7578947368421053,0.005291005291005291,0.005291005291005291,0.8552028218694884
0.8210526315789474,0.005291005291005291,0.005291005291005291,0.4797178130511464
0.8842105263157896,0.005291005291005291,0.005291005291005291,0.31463844797178137
0.9473684210526316,0.005291005291005291,0.005291005291005291,0.25361552028218687
1.0105263157894737,0.005291005291005291,0.005291005291005291,0.21410934744268068
1.0736842105263158,0.005291005291005291,0.005291005291005291,0.1488536155202822
1.1368421052631579,0.005291005291005291,0.005291005291005291,0.0509700176366843
1.2,0.005291005291005291,0.005291005291005291,0.031040564373897704
