alpha,CF_None,I_None,CF_localized_capacity_boost,I_localized_capacity_boost,CF_dynamic_load_redistribution,I_dynamic_load_redistribution,CF_controlled_failure_isolation,I_controlled_failure_isolation,CF_prevent_cascading_failure,I_prevent_cascading_failure
0.2,8.547147086954916e-05,0.027939688322201988,8.551485066939782e-05,0.027919449504148965,0.00016769394214413117,0.012031977332523782,0.00019402590812205692,0.010362274843149156,0.00020302064359441408,0.009886662618903053
0.21666666666666667,0.00010182801490634036,0.02102813195709371,0.00010197925105187682,0.020997773730014168,0.00017140971100229024,0.011778992106860961,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.23333333333333334,0.00011531025949721447,0.018680429062942726,0.00011543893373226206,0.0186601902448897,0.00017341780724879465,0.011647439789516293,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.25,0.00011891588319643165,0.017577413479052825,0.00011926087946388482,0.017547055251973285,0.00017400810610867457,0.01159684274438373,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.26666666666666666,0.00012284275782983178,0.01679821898401133,0.00012284275782983178,0.01679821898401133,0.00017553279981064127,0.01148552924509209,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.2833333333333333,0.0001270160739821131,0.016180935033394052,0.0001270160739821131,0.016180935033394052,0.00017657653756489807,0.011404573972879986,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.30000000000000004,0.00013496472011945902,0.015098158267557175,0.00013496472011945902,0.015098158267557175,0.0001775010928178211,0.011343857518720909,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.31666666666666665,0.00016423435211324609,0.012305201376239628,0.00016423435211324609,0.012305201376239628,0.0001802067939859142,0.01117182756527019,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.33333333333333337,0.00016638690659630102,0.012143290831815421,0.00016638690659630102,0.012143290831815421,0.00018198102675803877,0.011060514065978548,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.35,0.00017049587039124752,0.011849827970046549,0.00017049587039124752,0.011849827970046549,0.00018450637703724422,0.010908722930580855,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.3666666666666667,0.0001722880101728995,0.011728395061728396,0.0001722880101728995,0.011728395061728396,0.00018534358835597026,0.01085812588544829,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.3833333333333333,0.0001765068550234218,0.011434932199959521,0.00017667380823631714,0.01142481279093301,0.00018731918094497425,0.010746812386156646,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.4,0.00017765182899558948,0.011364096336773932,0.00017765182899558948,0.011364096336773932,0.00018858913399291084,0.010675976522971056,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.4166666666666667,0.0001805648356878129,0.011171827565270187,0.0001805648356878129,0.011171827565270187,0.0001908440118215933,0.01054442420562639,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.43333333333333335,0.0001844853848601851,0.01092896174863388,0.0001844853848601851,0.01092896174863388,0.00019399183211472496,0.010372394252175671,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.45,0.00018711190421022802,0.010767051204209673,0.00018711190421022802,0.010767051204209673,0.00019534991470166718,0.010281319570937055,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.4666666666666667,0.00018974898887447991,0.010595021250758955,0.00018974898887447991,0.010595021250758955,0.00019534991470166718,0.010281319570937055,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.48333333333333334,0.00019048276770141167,0.010554543614652905,0.00019048276770141167,0.010554543614652905,0.00019554436609080413,0.010271200161910543,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.5,0.00019101742563758058,0.010524185387573366,0.00019101742563758058,0.010524185387573366,0.00019612024135863266,0.010240841934831005,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.5166666666666666,0.00019141426520724773,0.01050394656952034,0.00019141426520724773,0.01050394656952034,0.00019652501771969316,0.01022060311677798,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.5333333333333333,0.00019213589563297137,0.01046346893341429,0.00019213589563297137,0.01046346893341429,0.00019727333101185067,0.010180125480671928,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.55,0.00019305267842286013,0.010412871888281727,0.00019305267842286013,0.010412871888281727,0.00019822357459272732,0.010129528435539364,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.5666666666666667,0.00019343410230155178,0.010392633070228698,0.00019343410230155178,0.010392633070228698,0.00019860499847141897,0.010109289617486337,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.5833333333333333,0.00019359509289970086,0.010382513661202184,0.00019359509289970086,0.010382513661202184,0.00019860499847141897,0.010109289617486337,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
0.6,0.00019396198231316672,0.01036227484314916,0.00019396198231316672,0.01036227484314916,0.00019860499847141897,0.010109289617486337,0.00020302064359441408,0.009886662618903053,0.00020302064359441408,0.009886662618903053
